Player_name;Team_name;position_description;Round_name;yellow_card_points;red_card_points;yellowred_card_points;goals_points;goals_conceded_points;own_goals_points;penalty_points;clean_sheet_points;assists_points;match_won_points;match_draw_points;total_points
Riechedly Bazoer;Vitesse;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Lisandro Magallán;Ajax;defense;1;0;0;0;0;0;0;0;0;0;0;0;0
Youri Baas;Ajax;defense;1;0;0;0;0;0;0;0;0;0;0;0;0
Jurgen Ekkelenkamp;Ajax;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Chardi Landu;PEC Zwolle;attack;1;0;0;0;0;0;0;0;0;0;0;0;0
Siem de Jong;SC Heerenveen;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Jan Bekkema;SC Heerenveen;goalkeeper;1;0;0;0;0;0;0;0;0;0;0;0;0
Syb van Ottele;SC Heerenveen;defense;1;0;0;0;0;0;0;0;0;0;0;0;0
Laurent Jans;Sparta Rotterdam;defense;1;0;0;0;0;0;0;0;0;0;0;0;0
Sam Hendriks;SC Cambuur;attack;1;0;0;0;0;0;0;0;0;0;0;0;0
Tom Boere;SC Cambuur;attack;1;0;0;0;0;0;0;0;0;0;0;0;0
Marco Tol;SC Cambuur;defense;1;0;0;0;0;0;0;0;0;0;0;0;0
Brett Minnema;SC Cambuur;goalkeeper;1;0;0;0;0;0;0;0;0;0;0;0;0
Felix Dornebusch;Fortuna Sittard;goalkeeper;1;0;0;0;0;0;0;0;0;0;0;0;0
Arian Kastrati;Fortuna Sittard;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Delano Burgzorg;Heracles Almelo;attack;1;0;0;0;0;0;0;0;0;0;0;0;0
Joris van Overeem;FC Utrecht;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Jonathan Okita;NEC;attack;1;0;0;0;0;0;0;0;0;0;0;0;0
Ogechika Heil;Go Ahead Eagles;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Pantelis Hatzidiakos;AZ Alkmaar;defense;1;0;0;0;0;0;0;0;0;0;0;0;0
Ole ter Haar Romeny;NEC;attack;1;0;0;0;0;0;0;0;0;0;0;0;0
Giannis-Foivos Botos;Go Ahead Eagles;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Teun Koopmeiners;AZ Alkmaar;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Turan Tuzlacik;Go Ahead Eagles;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Håkon Evjen;AZ Alkmaar;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Kwasi Okyere Wriedt;Willem II;attack;1;0;0;0;0;0;0;0;0;0;0;0;0
Zakaria Aboukhlal;AZ Alkmaar;attack;1;0;0;0;0;0;0;0;0;0;0;0;0
Thijs Oosting;AZ Alkmaar;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Michel Vlap;FC Twente;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Thijs van Leeuwen;FC Twente;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Mario Götze;PSV;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Ramon Hendriks;Feyenoord;defense;1;0;0;0;0;0;0;0;0;0;0;0;0
Jay Gorter;Ajax;goalkeeper;1;0;0;0;0;0;0;0;0;0;0;0;0
Sven Mijnans;Sparta Rotterdam;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Emanuel Emegha;Sparta Rotterdam;attack;1;0;0;0;0;0;0;0;0;0;0;0;0
Mike Hauptmeijer;PEC Zwolle;goalkeeper;1;0;0;0;0;0;0;0;0;0;0;0;0
Pelle Clement;PEC Zwolle;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Damil Dankerlui;FC Groningen;defense;1;0;0;0;0;0;0;0;0;0;0;0;0
Pieter Bos;SC Cambuur;goalkeeper;1;0;0;0;0;0;0;0;0;0;0;0;0
Orestis Kiomourtzoglou;Heracles Almelo;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Navajo Bakboord;Heracles Almelo;defense;1;0;0;0;0;0;0;0;0;0;0;0;0
Mateo Leš;Heracles Almelo;defense;1;0;0;0;0;0;0;0;0;0;0;0;0
Melih Ibrahimoglu;Heracles Almelo;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Ruben Roosken;Heracles Almelo;defense;1;0;0;0;0;0;0;0;0;0;0;0;0
Djevencio van der Kust;FC Utrecht;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Adil Auassar;Sparta Rotterdam;midfield;1;0;0;0;0;0;0;0;0;0;0;0;0
Bas Edo Kuipers;Go Ahead Eagles;defense;1;0;0;0;0;-1;0;0;0;0;0;0;-1
Gerrit Nauber;Go Ahead Eagles;defense;1;0;0;0;0;-1;0;0;0;0;0;0;-1
Kenneth Paal;PEC Zwolle;defense;1;0;0;0;0;-1;0;0;0;0;0;0;-1
Kostas Lamprou;PEC Zwolle;goalkeeper;1;0;0;0;0;-1;0;0;0;0;0;0;-1
Boyd Lucassen;Go Ahead Eagles;defense;1;0;0;0;0;-1;0;0;0;0;0;0;-1
Warner Hahn;Go Ahead Eagles;goalkeeper;1;0;0;0;0;-1;0;0;0;0;0;0;-1
Hobie Verhulst;AZ Alkmaar;goalkeeper;1;0;0;0;0;-1;0;0;0;0;0;0;-1
Bram van Polen;PEC Zwolle;defense;1;0;0;0;0;-1;0;0;0;0;0;0;-1
Sam Kersten;PEC Zwolle;defense;1;0;0;0;0;-1;0;0;0;0;0;0;-1
Justin Bakker;Go Ahead Eagles;defense;1;0;0;0;0;-1;0;0;0;0;0;0;-1
Bruno Martins Indi;AZ Alkmaar;defense;1;0;0;0;0;-1;0;0;0;0;0;0;-1
Timo Letschert;AZ Alkmaar;defense;1;0;0;0;0;-1;0;0;0;0;0;0;-1
Mats Deijl;Go Ahead Eagles;defense;1;0;0;0;0;-1;0;0;0;0;0;0;-1
Queensy Menig;FC Twente;attack;1;-2;0;0;0;0;0;0;0;1;0;0;-1
Lars Unnerstall;FC Twente;goalkeeper;1;0;0;0;0;-2;0;0;0;0;0;0;-2
Calvin Mac-Intosch;SC Cambuur;defense;1;0;0;0;0;-2;0;0;0;0;0;0;-2
Sonny Stevens;SC Cambuur;goalkeeper;1;0;0;0;0;-2;0;0;0;0;0;0;-2
Mats Köhlert;Willem II;midfield;1;-2;0;0;0;0;0;0;0;0;0;0;-2
Gijs Smal;FC Twente;defense;1;0;0;0;0;-2;0;0;0;0;0;0;-2
Erik Schouten;SC Cambuur;defense;1;0;0;0;0;-2;0;0;0;0;0;0;-2
Doke Schmidt;SC Cambuur;defense;1;0;0;0;0;-2;0;0;0;0;0;0;-2
Abdoulrahmane Harroui;Sparta Rotterdam;midfield;1;-2;0;0;0;0;0;0;0;0;0;0;-2
Koen Bucker;Heracles Almelo;goalkeeper;1;0;0;0;0;-2;0;0;0;0;0;0;-2
Jayden Oosterwolde;FC Twente;defense;1;0;0;0;0;-2;0;0;0;0;0;0;-2
Mats Knoester;Heracles Almelo;defense;1;0;0;0;0;-2;0;0;0;0;0;0;-2
Albert Gudmundsson;AZ Alkmaar;attack;1;-2;0;0;0;0;0;0;0;0;0;0;-2
Robin Pröpper;FC Twente;defense;1;0;0;0;0;-2;0;0;0;0;0;0;-2
Giovanni Troupée;FC Twente;defense;1;0;0;0;0;-2;0;0;0;0;0;0;-2
Thomas Buitink;Vitesse;attack;1;-2;0;0;0;0;0;0;0;0;0;0;-2
Noah Fadiga;Heracles Almelo;attack;1;-2;0;0;0;0;0;0;0;0;0;0;-2
Yukinari Sugawara;AZ Alkmaar;defense;1;-2;0;0;0;-1;0;0;0;0;0;0;-3
Derrick Köhn;Willem II;defense;1;0;0;0;0;-4;0;0;0;0;0;0;-4
Maduka Okoye;Sparta Rotterdam;goalkeeper;1;0;0;0;0;-4;0;0;0;0;0;0;-4
Robbin Ruiter;Willem II;goalkeeper;1;0;0;0;0;-4;0;0;0;0;0;0;-4
Giacomo Quagliata;Heracles Almelo;defense;1;-2;0;0;0;-2;0;0;0;0;0;0;-4
Ulrik Yttergård Jenssen;Willem II;defense;1;0;0;0;0;-4;0;0;0;0;0;0;-4
Michaël Heylen;Sparta Rotterdam;defense;1;0;0;0;0;-4;0;0;0;0;0;0;-4
Leeroy Owusu;Willem II;defense;1;0;0;0;0;-4;0;0;0;0;0;0;-4
Dirk Abels;Sparta Rotterdam;defense;1;0;0;0;0;-4;0;0;0;0;0;0;-4
Michael Gonçalves Pinto;Sparta Rotterdam;defense;1;0;0;0;0;-4;0;0;0;0;0;0;-4
Mattijs Branderhorst;NEC;goalkeeper;1;0;0;0;0;-5;0;0;0;0;0;0;-5
Iván Márquez Álvarez;NEC;defense;1;0;0;0;0;-5;0;0;0;0;0;0;-5
Cas Odenthal;NEC;defense;1;0;0;0;0;-5;0;0;0;0;0;0;-5
Bart Vriends;Sparta Rotterdam;defense;1;-2;0;0;0;-4;0;0;0;0;0;0;-6
Bart van Rooij;NEC;defense;1;0;0;0;0;-5;-2;0;0;0;0;0;-7
Emil Bergström;Willem II;defense;1;0;-5;0;0;-4;0;0;0;0;0;0;-9
Damil Dankerlui;FC Groningen;defense;10;0;0;0;0;0;0;0;2;3;3;0;8
Dušan Tadić;Ajax;attack;10;0;0;0;3;0;0;0;0;2;3;0;8
David Sambissa;SC Cambuur;defense;10;0;0;0;10;-3;0;0;0;0;0;0;7
Sébastien Haller;Ajax;attack;10;0;0;0;3;0;0;0;0;1;3;0;7
Iñigo Córdoba Kerejeta;Go Ahead Eagles;midfield;10;0;0;0;4;0;0;0;0;0;3;0;7
Fredrik Aursnes;Feyenoord;midfield;10;0;0;0;4;0;0;0;0;0;3;0;7
Moussa Sylla;FC Utrecht;midfield;10;0;0;0;4;0;0;0;0;0;3;0;7
Cyril Ngonge;FC Groningen;attack;10;0;0;0;3;0;0;0;0;0;3;0;6
Antony Matheus dos Santos;Ajax;attack;10;0;0;0;3;0;0;0;0;0;3;0;6
Michael de Leeuw;FC Groningen;attack;10;0;0;0;3;0;0;0;0;0;3;0;6
Michiel Kramer;RKC Waalwijk;attack;10;0;0;0;3;0;0;0;0;0;3;0;6
Steven Berghuis;Ajax;attack;10;0;0;0;3;0;0;0;0;0;3;0;6
Luuk Brouwers;Go Ahead Eagles;midfield;10;0;0;0;0;0;0;1;0;2;3;0;6
Bryan Linssen;Feyenoord;attack;10;0;0;0;3;0;0;0;0;0;3;0;6
Kostas Lamprou;PEC Zwolle;goalkeeper;10;0;0;0;0;0;0;0;3;0;3;0;6
Etienne Vaessen;RKC Waalwijk;goalkeeper;10;0;0;0;0;0;0;0;3;0;3;0;6
Elayis Tavsan;NEC;attack;10;0;0;0;3;0;0;0;0;0;3;0;6
Remko Pasveer;Ajax;goalkeeper;10;0;0;0;0;0;0;0;3;0;3;0;6
Bram van Polen;PEC Zwolle;defense;10;0;0;0;0;0;0;1;2;0;3;0;6
Peter Leeuwenburgh;FC Groningen;goalkeeper;10;0;0;0;0;0;0;0;3;0;3;0;6
Tyrell Malacia;Feyenoord;defense;10;0;0;0;5;-2;0;0;0;0;3;0;6
Bart van Hintum;FC Groningen;defense;10;0;0;0;0;0;0;0;2;0;3;0;5
Ahmed Touba;RKC Waalwijk;defense;10;0;0;0;0;0;0;0;2;0;3;0;5
Marcus Holmgren Pedersen;Feyenoord;midfield;10;0;0;0;0;0;0;0;0;2;3;0;5
Neraysho Kasanwirjo;FC Groningen;defense;10;0;0;0;0;0;0;0;2;0;3;0;5
Mats Köhlert;Willem II;midfield;10;0;0;0;4;0;0;0;0;0;0;1;5
Guus Til;Feyenoord;midfield;10;0;0;0;0;0;0;0;0;2;3;0;5
Wessel Dammers;FC Groningen;defense;10;0;0;0;0;0;0;0;2;0;3;0;5
Alexander Büttner;RKC Waalwijk;defense;10;0;0;0;0;0;0;0;2;0;3;0;5
Sam Kersten;PEC Zwolle;defense;10;0;0;0;0;0;0;0;2;0;3;0;5
Dario Van den Buijs;RKC Waalwijk;defense;10;0;0;0;0;0;0;0;2;0;3;0;5
Daley Blind;Ajax;defense;10;0;0;0;0;0;0;0;2;0;3;0;5
Yuta Nakayama;PEC Zwolle;defense;10;0;0;0;0;0;0;0;2;0;3;0;5
Mark Pabai;PEC Zwolle;defense;10;0;0;0;0;0;0;0;2;0;3;0;5
Orkun Kökçü;Feyenoord;midfield;10;0;0;0;0;0;0;0;0;2;3;0;5
Juriën Gaari;RKC Waalwijk;defense;10;0;0;0;0;0;0;0;2;0;3;0;5
Django Warmerdam;FC Utrecht;defense;10;0;0;0;0;-1;0;0;0;3;3;0;5
Mohamed El Hankouri;FC Groningen;attack;10;0;0;0;0;0;0;0;0;1;3;0;4
Sander van de Streek;FC Utrecht;midfield;10;0;0;0;4;0;0;0;0;0;0;0;4
Davy Klaassen;Ajax;midfield;10;0;0;0;4;0;0;0;0;0;0;0;4
Laros Duarte;FC Groningen;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Paulos Abraham;FC Groningen;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Melle Meulensteen;RKC Waalwijk;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Othman Boussaid;FC Utrecht;attack;10;0;0;0;0;0;0;0;0;0;3;0;3
Jordy Bruijn;NEC;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Noussair Mazraoui;Ajax;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Edson Omar Álvarez Velázquez;Ajax;defense;10;-2;0;0;0;0;0;0;2;0;3;0;3
Ryan Gravenberch;Ajax;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Mustafa Saymak;PEC Zwolle;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Rico Strieder;PEC Zwolle;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Gervane Kastaneer;PEC Zwolle;attack;10;0;0;0;0;0;0;0;0;0;3;0;3
Saïd Bakari;RKC Waalwijk;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Achraf El Bouchataoui;RKC Waalwijk;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Anastasios Douvikas;FC Utrecht;attack;10;0;0;0;0;0;0;0;0;0;3;0;3
Jurriën Maduro;Ajax;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Vurnon Anita;RKC Waalwijk;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Adam Maher;FC Utrecht;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Bart Ramselaar;FC Utrecht;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Hidde ter Avest;FC Utrecht;defense;10;0;0;0;0;0;0;0;0;3;0;0;3
Quinten Maduro;FC Utrecht;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Édgar Osvaldo Barreto Cáceres;NEC;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Perr Schuurs;Ajax;defense;10;0;0;0;0;0;0;0;0;3;0;0;3
George Cox;Fortuna Sittard;defense;10;0;0;0;0;-1;0;0;0;3;0;1;3
Ragnar Oratmangoen;Go Ahead Eagles;attack;10;0;0;0;0;0;0;0;0;0;3;0;3
Daishawn Redan;PEC Zwolle;attack;10;0;0;0;0;0;0;0;0;0;3;0;3
Tijanni Noslin;Fortuna Sittard;attack;10;0;0;0;3;0;0;0;0;0;0;0;3
Jens Odgaard;RKC Waalwijk;attack;10;0;0;0;0;0;0;0;0;0;3;0;3
Philippe Rommens;Go Ahead Eagles;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Lasse Schöne;NEC;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Max Svensson;Willem II;midfield;10;0;0;0;0;0;0;0;0;2;0;1;3
Luka Adžić;PEC Zwolle;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Lisandro Martínez;Ajax;defense;10;-2;0;0;0;0;0;0;2;0;3;0;3
Marc Cardona Rovira;Go Ahead Eagles;attack;10;0;0;0;0;0;0;0;0;0;3;0;3
Jay Idzes;Go Ahead Eagles;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Ali Akman;NEC;attack;10;0;0;0;0;0;0;0;0;0;3;0;3
Virgil Misidjan;FC Twente;attack;10;0;0;0;3;0;0;0;0;0;0;0;3
Luis Fernando Sinisterra Lucumí;Feyenoord;attack;10;0;0;0;0;0;0;0;0;0;3;0;3
Dean Huiberts;PEC Zwolle;midfield;10;0;0;0;0;0;0;0;0;0;3;0;3
Joris Kramer;Go Ahead Eagles;defense;10;0;0;0;0;-1;0;0;0;0;3;0;2
Bas Edo Kuipers;Go Ahead Eagles;defense;10;0;0;0;0;-1;0;0;0;0;3;0;2
Mattijs Branderhorst;NEC;goalkeeper;10;0;0;0;0;-1;0;0;0;0;3;0;2
Jamie Jacobs;SC Cambuur;midfield;10;0;0;0;0;0;0;0;0;2;0;0;2
Iliass Bel Hassani;RKC Waalwijk;midfield;10;0;0;0;0;0;0;0;0;2;0;0;2
Javier Vet;NEC;midfield;10;-2;0;0;4;0;0;0;0;0;0;0;2
Boyd Lucassen;Go Ahead Eagles;defense;10;0;0;0;0;-1;0;0;0;0;3;0;2
Iván Márquez Álvarez;NEC;defense;10;0;0;0;0;-1;0;0;0;0;3;0;2
Maarten Paes;FC Utrecht;goalkeeper;10;0;0;0;0;-1;0;0;0;0;3;0;2
Warner Hahn;Go Ahead Eagles;goalkeeper;10;0;0;0;0;-1;0;0;0;0;3;0;2
Bart van Rooij;NEC;defense;10;0;0;0;0;-1;0;0;0;0;3;0;2
Mike van der Hoorn;FC Utrecht;defense;10;0;0;0;0;-1;0;0;0;0;3;0;2
Willem Janssen;FC Utrecht;defense;10;0;0;0;0;-1;0;0;0;0;3;0;2
Lois Openda;Vitesse;attack;10;0;0;0;0;0;0;1;0;0;0;0;1
Jonathan Okita;NEC;attack;10;-2;0;0;0;0;0;0;0;0;3;0;1
Kwasi Okyere Wriedt;Willem II;attack;10;0;0;0;0;0;0;0;0;0;0;1;1
Gernot Trauner;Feyenoord;defense;10;0;0;0;0;-2;0;0;0;0;3;0;1
Deroy Duarte;Fortuna Sittard;midfield;10;0;0;0;0;0;0;0;0;0;0;1;1
Pol Llonch Puyalto;Willem II;midfield;10;0;0;0;0;0;0;0;0;0;0;1;1
Tomáš Suslov;FC Groningen;attack;10;-2;0;0;0;0;0;0;0;0;3;0;1
Ben Rienstra;Fortuna Sittard;midfield;10;0;0;0;0;0;0;0;0;0;0;1;1
Görkem Sağlam;Willem II;midfield;10;0;0;0;0;0;0;0;0;0;0;1;1
Justin Bijlow;Feyenoord;goalkeeper;10;0;0;0;0;-2;0;0;0;0;3;0;1
Emil Hansson;Fortuna Sittard;midfield;10;0;0;0;0;0;0;0;0;0;0;1;1
Zian Flemming;Fortuna Sittard;midfield;10;0;0;0;0;0;0;0;0;0;0;1;1
Dries Saddiki;Willem II;midfield;10;0;0;0;0;0;0;0;0;0;0;1;1
Ricky van Wolfswinkel;FC Twente;attack;10;0;0;0;0;0;0;0;0;1;0;0;1
Jens Toornstra;Feyenoord;midfield;10;-2;0;0;0;0;0;0;0;0;3;0;1
Marcos Senesi;Feyenoord;defense;10;0;0;0;0;-2;0;0;0;0;3;0;1
Tesfaldet Tekie;Fortuna Sittard;midfield;10;0;0;0;0;0;0;0;0;0;0;1;1
Souffian Elkarouani;NEC;midfield;10;-2;0;0;0;0;0;0;0;0;3;0;1
Che Nunnely;Willem II;attack;10;0;0;0;0;0;0;0;0;0;0;1;1
Issa Kallon;SC Cambuur;attack;10;0;0;0;0;0;0;0;0;1;0;0;1
Calvin Verdonk;NEC;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Mats Deijl;Go Ahead Eagles;defense;10;-2;0;0;0;-1;0;0;0;0;3;0;0
Nikolai Baden Frederiksen;Vitesse;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Yann Gboho;Vitesse;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Julian Vonmoos;Vitesse;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Ogechika Heil;Go Ahead Eagles;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Ole ter Haar Romeny;NEC;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Zakaria Aboukhlal;AZ Alkmaar;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Michel Vlap;FC Twente;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Alireza Jahanbakhsh;Feyenoord;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Cyriel Dessers;Feyenoord;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Ramon Hendriks;Feyenoord;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Armindo Tué Na Bangna;PSV;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Jacob Mulenga;Go Ahead Eagles;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Jeremy van Mullem;Sparta Rotterdam;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Sven Mijnans;Sparta Rotterdam;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Emanuel Emegha;Sparta Rotterdam;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Mike Hauptmeijer;PEC Zwolle;goalkeeper;10;0;0;0;0;0;0;0;0;0;0;0;0
Arjen van der Heide;SC Heerenveen;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Anthony Musaba;SC Heerenveen;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Luca de la Torre;Heracles Almelo;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Pieter Bos;SC Cambuur;goalkeeper;10;0;0;0;0;0;0;0;0;0;0;0;0
Tamás Kiss;SC Cambuur;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Bassala Sambou;Fortuna Sittard;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Orestis Kiomourtzoglou;Heracles Almelo;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Mateo Leš;Heracles Almelo;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Robin Polley;Heracles Almelo;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Ruben Roosken;Heracles Almelo;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Lars Nieuwpoort;RKC Waalwijk;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Henk Veerman;FC Utrecht;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Jelle Duin;AZ Alkmaar;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Godfried Roemeratoe;Willem II;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Peer Koopmeiners;AZ Alkmaar;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Jeffrey de Lange;FC Twente;goalkeeper;10;0;0;0;0;0;0;0;0;0;0;0;0
Dimitris Limnios;FC Twente;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Gijs Smal;FC Twente;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Denilho Cleonise;FC Twente;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Ennio van der Gouw;FC Twente;goalkeeper;10;0;0;0;0;0;0;0;0;0;0;0;0
Thijs Jansen;Feyenoord;goalkeeper;10;0;0;0;0;0;0;0;0;0;0;0;0
Kenneth Taylor;Ajax;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Jeroen Houwen;Vitesse;goalkeeper;10;0;0;0;0;0;0;0;0;0;0;0;0
Devyne Rensch;Ajax;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Stijn Hogervorst;Fortuna Sittard;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Tom Hendriks;Fortuna Sittard;goalkeeper;10;0;0;0;0;0;0;0;0;0;0;0;0
Patrick Joosten;FC Groningen;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Jørgen Strand Larsen;FC Groningen;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Jan Hoekstra;FC Groningen;goalkeeper;10;0;0;0;0;0;0;0;0;0;0;0;0
Daniël van Kaam;FC Groningen;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Jaimy Kroesen;SC Heerenveen;goalkeeper;10;0;0;0;0;0;0;0;0;0;0;0;0
Bryan Smeets;Sparta Rotterdam;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Roberts Uldriķis;SC Cambuur;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Jasper ter Heide;SC Cambuur;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Yanick van Osch;Fortuna Sittard;goalkeeper;10;0;0;0;0;-1;0;0;0;0;0;1;0
Nikolai Laursen;Heracles Almelo;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Kaj Sierhuis;Heracles Almelo;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Elias Sierra;Heracles Almelo;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Mitchel Paulissen;SC Cambuur;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Hans Jorge Mulder;RKC Waalwijk;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Sebbe Augustijns;RKC Waalwijk;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Maximiliano Samuel Romero;PSV;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Eric Oelschlägel;FC Utrecht;goalkeeper;10;0;0;0;0;0;0;0;0;0;0;0;0
Arthur Zagre;FC Utrecht;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Hillary Gong Chukwah;Vitesse;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Ilias Bronkhorst;NEC;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Dani de Wit;AZ Alkmaar;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Quiermo Dumay;Go Ahead Eagles;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Aslak Fonn Witry;AZ Alkmaar;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
John Yeboah Zamora;Willem II;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Jesse Bosch;FC Twente;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Reiss Nelson;Feyenoord;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
David Neres Campos;Ajax;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Charlie Setford;Ajax;goalkeeper;10;0;0;0;0;0;0;0;0;0;0;0;0
Rami Hajal;SC Heerenveen;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Hamdi Akujobi;SC Heerenveen;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Timo Zaal;SC Heerenveen;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Giannis Masouras;Sparta Rotterdam;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Nick Doodeman;SC Cambuur;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Robin Maulun;SC Cambuur;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Jhondly van der Meer;SC Cambuur;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Toshio Lake;Fortuna Sittard;attack;10;0;0;0;0;0;0;0;0;0;0;0;0
Ismail Azzaoui;Heracles Almelo;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Lucas Schoofs;Heracles Almelo;midfield;10;0;0;0;0;0;0;0;0;0;0;0;0
Sven Sonnenberg;Heracles Almelo;defense;10;0;0;0;0;0;0;0;0;0;0;0;0
Jens Teunckens;RKC Waalwijk;goalkeeper;10;0;0;0;0;0;0;0;0;0;0;0;0
Issam El Maach;RKC Waalwijk;goalkeeper;10;0;0;0;0;0;0;0;0;0;0;0;0
